line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
1,0,Programmer,hello,BE-POSITIVE,,,,,
2,1,Programmer,"""In the main method, use the libssh API to create a new ssh_session. Ensure that the session is successfully created""",INFORM,,,,,
3,2,Programmer,how to create a new ssh_session?,ELICIT-OFFER-OR-SUGGESTION,1,CONT,patterns,ssh_session,
4,3,Apiza,Hi!,BE-POSITIVE,0,POS,,,
4,4,Apiza,"I'm apiza, a virtual assistant designed to programmers with APIs. ",INFORM,3,CONT,,,
4,5,Apiza,I look forward to working with you today!,BE-POSITIVE,4,CONT,,,
5,6,Programmer,okay habibi..,BE-POSITIVE,5,POS,,,
5,7,Programmer,now give me the answer,SUGGEST,5,NEG,,,
6,8,Apiza,"You can create a new ssh session using the ""ssh_session ssh_new()"" function.",SUGGEST,2,POS,patterns basic,ssh_new ssh_session,
7,9,Programmer,"I have written this,",INFORM,8,FOL,,ssh_session,
8,10,Programmer,```ssh_session session;```,INFORM,9,CONT,examples,ssh_session,
9,11,Programmer,has a new session been created?,ELICIT-INFORM,10,CONT,functionality,ssh_session,
10,12,Apiza,"You have created an unitialized session,",INFORM,11,POS,functionality patterns,ssh_session,
10,13,Apiza,"please use the ""ssh_session ssh_new()"" function to fully intialize a new session. ",SUGGEST,12,CONT,functionality patterns,ssh_session ssh_new,
10,14,Apiza,"It returns a new ssh_session pointer, or NULL on error.",INFORM,13,CONT,functionality patterns,ssh_session ssh_new,
11,15,Programmer,```session = ssh_new()``` like this?,ELICIT-ASSESSMENT,12,FOL,examples,ssh_new ssh_session,
12,16,Apiza,I believe so.,ASSESS,15,POS,examples,ssh_new ssh_session,
13,17,Programmer,how to connect to localhost?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
14,18,Apiza,"You can connect to a session by using the ""int ssh_connect(ssh_session session)"" function.",SUGGEST,17,POS,patterns basic,ssh_connect,
15,19,Programmer,where to give username and password?,ELICIT-INFORM,18,FOL,patterns,ssh_connect,
16,20,Programmer,how to authenticate the server?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
17,21,Apiza,"You can set properties of a session using the ""ssh_options_set(session, option, char*)"" function.",SUGGEST,19,POS,patterns examples basic,ssh_options_set,
17,22,Apiza,"An example would be to set the host options,",INFORM,21,CONT,patterns examples basic,ssh_options_set,
17,23,Apiza,"which can be done with the following statement ""ssh_options_set(my_ssh_session, SSH_OPTIONS_HOST, ""129.0.0.1"");""",INFORM,22,CONT,patterns examples basic,ssh_options_set,
18,24,Apiza,"There are several functions to authenticate a session,",INFORM,20,PART,structure patterns,,
18,25,Apiza,would you like me to enumerate them all?,ELICIT-OFFER-OR-SUGGESTION,24,FOL,structure patterns,,
19,26,Programmer,tell me the easiest one,SUGGEST,25,PART,basic,,
20,27,Apiza,"""int ssh_userauth_publickey_auto(ssh_session session, const char* username, const char* passphrase)"" will attempt to automatically authenticate with public key and ""none"".",INFORM,20,POS,functionality patterns basic,ssh_userauth_publickey_auto,
21,28,Apiza,Would you like me to list the parameters?,ELICIT-OFFER-OR-SUGGESTION,27,FOL,basic,ssh_userauth_publickey_auto,
22,29,Programmer,"howt to ""Disconnect from the server and free the session."" ?",ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
23,30,Apiza,"""ssh_disconnect(ssh_session session)"" and ""ssh_free(ssh_session session)"" functions can be used to clean up resources.",SUGGEST,29,POS,patterns basic,ssh_disconnect,
24,31,Programmer,how to Create and open a new ssh_channel in the ssh_session ?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_channel,
25,32,Apiza,"""ssh_channel ssh_channel_new(ssh_session session)"" function can be used to create a new channel from a session.",SUGGEST,31,POS,patterns basic,ssh_channel_new,
26,33,Apiza,"There are a few functions that can open a ssh_channel depending upon settings such as protocol, purpose, etc. ",INFORM,31,PART,structure patterns,ssh_channel,
26,34,Apiza,Would you like me to list them all?,ELICIT-OFFER-OR-SUGGESTION,33,FOL,structure patterns,ssh_channel,
27,35,Programmer,tell the easiest one,SUGGEST,34,PART,basic,ssh_channel,
28,36,Apiza,"""int ssh_channel_open_session(ssh_channel channel)"" seems to be the function that opens a channel that has the least amount of configuration.",SUGGEST,31,POS,patterns basic,ssh_channel_open_session ssh_channel,
29,37,Programmer,"how to Execute the command ""who"" on the open channel?",ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_channel,
