line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
1,0,Programmer,Hello Apiza,BE-POSITIVE,,,,,
2,1,Apiza,Hi Programmer_21,BE-POSITIVE,0,POS,,,
3,2,Programmer,I've never used Allegro before,INFORM,,,,,
4,3,Apiza,Ask about an Allegro function or feature,SUGGEST,,,,,
4,4,Apiza,and I will try to provide you with helpful information!,OFFER,3,CONT,,,
5,5,Programmer,how do I get the key input?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
6,6,Programmer,How do I get the keyboard input in allegro?,ELICIT-OFFER-OR-SUGGESTION,5,REP,patterns,,
7,7,Apiza,Does this help?\n\n,SUGGEST,6,POS,,,
7,8,Apiza,```\nALLEGRO_EVENT_KEY_CHAR\n\n,INFORM,7,CONT,basic,ALLEGRO_EVENT_KEY_CHAR,
7,9,Apiza,"A character was typed on the keyboard, or a character was auto-repeated.\n\n",INFORM,8,CONT,concepts,ALLEGRO_EVENT_KEY_CHAR,
7,10,Apiza,"keyboard.keycode (int)\n The code corresponding to the physical key which was last pressed. See the Key codes section for the list of ALLEGRO_KEY_* constants. \nkeyboard.unichar (int)\n\n A Unicode code point (character). This may be zero or negative if the event was generated for a non-visible ""character"", such as an arrow or Function key. In that case you can act upon the keycode field.\n\n Some special keys will set the unichar field to their standard ASCII values: Tab=9, Return=13, Escape=27. In addition if you press the Control key together with A to Z the unichar field will have the values 1 to 26. For example Ctrl-A will set unichar to 1 and Ctrl-H will set it to 8.\n\n As of Allegro 5.0.2 there are some inconsistencies in the treatment of Backspace (8 or 127) and Delete (127 or 0) keys on different platforms. These can be worked around by checking the keycode field.\nkeyboard.modifiers (unsigned)\n This is a bitfield of the modifier keys which were pressed when the event occurred. See ""Keyboard modifier flags"" for the constants. \nkeyboard.repeat (bool)\n Indicates if this is a repeated character. \nkeyboard.display (ALLEGRO_DISPLAY *)\n The display which had keyboard focus when the event occurred. \n```",INFORM,9,CONT,concepts directives control structure environment,ALLEGRO_EVENT_* ALLEGRO_KEY_*,
8,11,Programmer,How do I use that?,ELICIT-OFFER-OR-SUGGESTION,10,FOL,functionality,,
9,12,Apiza,Here is some information about getting events:\n,INFORM,11,POS,,,
9,13,Apiza,"```\nEvent queues and input\n\nInput comes from multiple sources: keyboard, mouse, joystick, timers, etc. Event queues aggregate events from all these sources, then you can query the queue for events.\n\nCreate an event queue with al_create_event_queue, then tell input sources to place new events into that queue using al_register_event_source. The usual input event sources can be retrieved with al_get_keyboard_event_source, al_get_mouse_event_source and al_get_joystick_event_source.\n\nEvents can be retrieved with al_wait_for_event or al_get_next_event. Check the event type and other fields of ALLEGRO_EVENT to react to the input.\n\nDisplays are also event sources, which emit events when they are resized. You\'ll need to set the ALLEGRO_RESIZABLE flag with al_set_new_display_flags before creating the display, then register the display with an event queue. When you get a resize event, call al_acknowledge_resize.\n\nTimers are event sources which ""tick"" periodically, causing an event to be inserted into the queues that the timer is registered with. Create some with al_create_timer.\n\nal_get_time and al_rest are more direct ways to deal with time.\n```",INFORM,12,CONT,concepts purpose control patterns,ALLEGRO_EVENT,
10,14,Programmer,Do you have any examples?,ELICIT-INFORM,13,FOL,examples,ALLEGRO_EVENT,
11,15,Apiza,Here\'s an example of using events:\n,INFORM,14,POS,,ALLEGRO_EVENT,
