line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
1,0,Programmer,allegro keyboard input,ELICIT-INFORM,,,patterns,,
2,1,Apiza,"You can save the state of the keyboard specified at the time the function is called into the structure pointed to by ret_state, using al_get_keyboard_state",SUGGEST,0,POS,patterns,al_get_keyboard_state,
3,2,Programmer,Whats the function signature for al_get_keyboard_state,ELICIT-INFORM,1,FOL,basic,al_get_keyboard_state,
4,3,Apiza,void al_get_keyboard_state(ALLEGRO_KEYBOARD_STATE *ret_state),INFORM,2,POS,basic,al_get_keyboard_state,
5,4,Programmer,Documentation for ALLEGRO_KEYBOARD_STATE,ELICIT-INFORM,3,FOL,basic,ALLEGRO_KEYBOARD_STATE,
6,5,Apiza,"ALLEGRO_KEYBOARD_STATE is a structure that is used to hold a ""snapshot"" of a keyboard\'s state at a particular instant.",INFORM,4,POS,basic concepts,ALLEGRO_KEYBOARD_STATE,
6,6,Apiza,"It contains the following publicly readable fields: display - points to the display that had keyboard focus at the time the state was saved. If no display was focused, this points to NULL.",INFORM,5,CONT,structure concepts,ALLEGRO_KEYBOARD_STATE,
7,7,Programmer,al_get_keyboard_state: Assertion `new_keyboard_driver' failed.,INFORM,,,functionality,al_get_keyboard_state,
8,8,Apiza,"To install a keyboard driver, use al_install_keyboard",SUGGEST,7,POS,patterns,al_install_keyboard,
9,9,Programmer,function signature for al_install_keyboard,ELICIT-INFORM,8,FOL,basic,al_install_keyboard,
10,10,Apiza,bool al_install_keyboard(void),INFORM,9,POS,basic,al_install_keyboard,
11,11,Programmer,Allegro error al_get_keyboard_state: Assertion `ret_state' failed.,INFORM,,,functionality,al_get_keyboard_state,
12,12,Apiza,I'm not sure I understand your question,COMMENT-ABOUT-UNDERSTANDING,11,UNC,,,
13,13,Programmer,al_get_keyboard_state assertion,ELICIT-INFORM,12,FOL,functionality,al_get_keyboard_state,
14,14,Apiza,"You can save the state of the keyboard specified at the time the function is called into the structure pointed to by ret_state, using al_get_keyboard_state",SUGGEST,13,PART,patterns,al_get_keyboard_state,
15,15,Programmer,Why does al_get_keyboard_state() fail with assertion?,ELICIT-INFORM,14,FOL,functionality,al_get_keyboard_state,
16,16,Apiza,I'm not sure I understand your question,COMMENT-ABOUT-UNDERSTANDING,15,UNC,,,
17,17,Apiza,Would you like me to send you the source code for al_get_keyboard_state?,OFFER,16,FOL,basic,al_get_keyboard_state,
18,18,Programmer,Yes,ASSESS,17,POS,,,
19,19,Apiza,void al_get_keyboard_state(ALLEGRO_KEYBOARD_STATE *ret_state)\n{\n ASSERT(new_keyboard_driver);\n ASSERT(ret_state);\n\n new_keyboard_driver-&gt;get_keyboard_state(ret_state);\n},INFORM,18,POS,basic,al_get_keyboard_state,
20,20,Programmer,Allegro sound functions,ELICIT-INFORM,,,structure,,
21,21,Apiza,Could you be more specific as to what audio function you're interested in?,ELICIT-INFORM,20,FOL,patterns,,
22,22,Programmer,Allegro play sound,ELICIT-OFFER-OR-SUGGESTION,21,POS,patterns,,
23,23,Programmer,Play a sound effect in allegro,ELICIT-OFFER-OR-SUGGESTION,22,REP,patterns,,
24,24,Apiza,Use al_install_audio to initialize sound. ,INFORM,22,POS,patterns,al_install_audio,
24,25,Apiza,"To load any sample formats, you will need to initialise the acodec addon with al_init_acodec_addon.",SUGGEST,24,FOL,directives,al_init_acodec_addon,
25,26,Programmer,function signature for al_install_audio,ELICIT-INFORM,24,FOL,basic,al_install_audio,
26,27,Apiza,bool al_install_audio(void),INFORM,26,POS,basic,al_install_audio,
27,28,Programmer,function signature for al_init_acodec_addon,ELICIT-INFORM,25,FOL,basic,al_init_acodec_addon,
28,29,Apiza,bool al_init_acodec_addon(void),INFORM,28,POS,basic,al_init_acodec_addon,
29,30,Programmer,How do you load an audio sample in Allegro?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
30,31,Apiza,"al_load_sample loads a few different audio file formats based on their extension.\nNote that this stores the entire file in memory at once, which may be time consuming. To read the file as it is needed, use al_load_audio_stream.\n",INFORM,30,POS,functionality quality patterns,al_load_sample,
30,32,Apiza,"Returns the sample on success, NULL on failure.",INFORM,31,CONT,functionality,al_load_sample,
31,33,Programmer,Function signature for al_load_sample(),ELICIT-INFORM,31,FOL,basic,al_load_sample,
32,34,Apiza,ALLEGRO_SAMPLE *al_load_sample(const char *filename),INFORM,33,POS,basic,al_load_sample,
33,35,Programmer,Function signature for al_play_sample(),ELICIT-INFORM,,,basic,al_play_sample,
34,36,Apiza,"bool al_play_sample(ALLEGRO_SAMPLE *spl, float gain, float pan, float speed,\n ALLEGRO_PLAYMODE loop, ALLEGRO_SAMPLE_ID *ret_id)",INFORM,35,POS,basic,al_play_sample,
35,37,Programmer,What is ALLEGRO_SAMPLE_ID,ELICIT-INFORM,36,FOL,concepts,ALLEGRO_SAMPLE_ID al_play_sample,
36,38,Apiza,An ALLEGRO_SAMPLE_ID represents a sample being played via al_play_sample. It can be used to later stop the sample with al_stop_sample. The underlying ALLEGRO_SAMPLE_INSTANCE can be extracted using al_lock_sample_id.,INFORM,37,POS,concepts patterns,ALLEGRO_SAMPLE_ID al_play_sample,
37,39,Programmer,What is ALLEGRO_PLAYMODE ?,ELICIT-INFORM,36,FOL,concepts,ALLEGRO_PLAYMODE,
