line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
1,0,Programmer,Hi Apiza,BE-POSITIVE,,,,,
2,1,Apiza,Hi Programmer_25!,BE-POSITIVE,0,POS,,,
3,2,Programmer,How can i get arrow keys in Allegro?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
4,3,Apiza,The key codes for the arrow keys are:\n\nALLEGRO_KEY_LEFT\nALLEGRO_KEY_RIGHT\nALLEGRO_KEY_UP\nALLEGRO_KEY_DOWN,INFORM,2,PART,structure,ALLEGRO_KEY_*,
5,4,Programmer,Are these boolean values?,ELICIT-INFORM,3,FOL,basic,ALLEGRO_KEY_*,
6,5,Programmer,they are enum,INFORM,4,POS,basic,ALLEGRO_KEY_*,
6,6,Programmer,"So, How can I use ALLEGRO_KEY_LEFT to get the status of this key?",ELICIT-OFFER-OR-SUGGESTION,3,FOL,patterns,ALLEGRO_KEY_LEFT,
7,7,Apiza,al_key_down will give you the status of a given key:,SUGGEST,6,POS,patterns,al_key_down ALLEGRO_KEY_*,
7,8,Apiza,"\n\nbool al_key_down(const ALLEGRO_KEYBOARD_STATE *state, int keycode)",INFORM,7,CONT,basic,al_key_down,
8,9,Programmer,what is the type of ALLEGRO_KEYBOARD_STATE?,ELICIT-INFORM,8,FOL,basic,al_key_down ALLEGRO_KEYBOARD_STATE,
9,10,Apiza,ALLEGRO_KEYBOARD_STATE\n\ntypedef struct ALLEGRO_KEYBOARD_STATE ALLEGRO_KEYBOARD_STATE;\n\n,INFORM,9,POS,structure,ALLEGRO_KEYBOARD_STATE,
9,11,Apiza,"This is a structure that is used to hold a ""snapshot"" of a keyboard\'s state at a particular instant. ",INFORM,10,CONT,purpose,ALLEGRO_KEYBOARD_STATE,
9,12,Apiza,"It contains the following publically readable fields:\n • display - points to the display that had keyboard focus at the time the state was saved. If no display was focused, this points to NULL.",INFORM,11,CONT,structure concepts,ALLEGRO_KEYBOARD_STATE,
10,13,Programmer,where can I get the keyboard state?,ELICIT-INFORM,12,FOL,patterns,ALLEGRO_KEYBOARD_STATE,
11,14,Apiza,al_get_keyboard_state will allow you to get the keyboard state:\n\n,SUGGEST,13,POS,patterns,ALLEGRO_KEYBOARD_STATE al_get_keyboard_state,
11,15,Apiza,void al_get_keyboard_state(ALLEGRO_KEYBOARD_STATE *ret_state)\n\n\n,INFORM,14,CONT,basic,al_get_keyboard_state,
11,16,Apiza,Save the state of the keyboard specified at the time the function is called into the structure pointed to by ret_state.,INFORM,15,CONT,functionality structure,al_get_keyboard_state,
12,17,Programmer,getting this error,INFORM,16,FOL,functionality,al_get_keyboard_state,
13,18,Programmer,allegro_tasks: /build/allegro5-LWhWgt/allegro5-5.2.4.0/src/keybdnu.c:241: al_get_keyboard_state: Assertion `new_keyboard_driver' failed.,INFORM,17,CONT,functionality,al_get_keyboard_state,
14,19,Apiza,Have you called al_init()?,ELICIT-INFORM,18,FOL,patterns,al_get_keyboard_state al_init,
15,20,Programmer,yes,INFORM,19,POS,,al_get_keyboard_state al_init,
16,21,Programmer,can you write a short snippet to get the arrow keys?,SUGGEST,20,FOL,examples,al_get_keyboard_state al_init,
17,22,Apiza,What do you mean by get the arrow keys?,ELICIT-INFORM,21,FOL,concepts,,
18,23,Programmer,Get arrow keys when they are pressed on keyboard,INFORM,22,POS,patterns,,
19,24,Apiza,al_key_down should return true if the specified key is pressed:,INFORM,23,POS,functionality,al_key_down,
19,25,Apiza,"\n\nbool al_key_down(const ALLEGRO_KEYBOARD_STATE *state, int keycode)\n\n",INFORM,24,CONT,basic,al_key_down,
19,26,Apiza,Return true if the key specified was held down in the state specified.,INFORM,25,CONT,functionality,al_key_down,
20,27,Apiza,The key codes for the arrow keys are,INFORM,26,CONT,structure,ALLEGRO_KEY_*,
20,28,Apiza,\n\nALLEGRO_KEY_LEFT\nALLEGRO_KEY_RIGHT\nALLEGRO_KEY_UP\nALLEGRO_KEY_DOWN,INFORM,27,CONT,structure,ALLEGRO_KEY_*,
21,29,Programmer,what is the function the play a sound,ELICIT-INFORM,,,patterns,,
22,30,Apiza,"Use al_install_audio to initialize sound. To load any sample formats, you will need to initialise the acodec addon with al_init_acodec_addon.\n\nAfter that, you can simply use al_reserve_samples and pass the number of sound effects typically playing at the same time. Then load your sound effects with al_load_sample and play them with al_play_sample. To stream large pieces of music from disk, you can use al_load_audio_stream so the whole piece will not have to be pre-loaded into memory.\n\nIf the above sounds too simple and you can\'t help but think about clipping and latency issues, don\'t worry. Allegro gives you full control over how much or little you want its sound system to do. The al_reserve_samples function mentioned above only sets up a default mixer and a number of sample instances but you don\'t need to use it.\n\nInstead, to get a ""direct connection"" to the sound system you would use an ALLEGRO_VOICE (but depending on the platform only one such voice is guaranteed to be available and it might require a specific format of audio data). Therefore all sound can be first routed through an ALLEGRO_MIXER which is connected to such a voice (or another mixer) and will mix together all sample data fed to it.\n\nYou can then directly stream real-time sample data to a mixer or a voice using an ALLEGRO_AUDIO_STREAM or play complete sounds using an ALLEGRO_SAMPLE_INSTANCE. The latter simply points to an ALLEGRO_SAMPLE and will stream it for you.",INFORM,29,POS,functionality directives quality patterns,al_install_audio al_init_acodec_addon al_reserve_samples al_load_sample al_play_sample al_load_audio_stream  ALLEGRO_VOICE ALLEGRO_MIXER ALLEGRO_AUDIO_STREAM ALLEGRO_SAMPLE_INSTANCE ALLEGRO_SAMPLE,
23,31,Programmer,how can i get ALLEGRO_SAMPLE * from .wav file?,ELICIT-OFFER-OR-SUGGESTION,30,FOL,patterns,ALLEGRO_SAMPLE,
24,32,Apiza,It looks like you'll want to use al_init_acodec_addon:\n\n,SUGGEST,31,POS,patterns,al_init_acodec_addon ALLEGRO_SAMPLE,
