line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
1,0,Programmer,create ssh_session,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_session,
2,1,Programmer,How do I create an ssh session?,OTHER,0,REP,patterns,ssh_session,
3,2,Programmer,How do I create an ssh session?,OTHER,1,REP,patterns,ssh_session,
4,3,Apiza,Hello! ,BE-POSITIVE,,,,,
4,4,Apiza,My name is Apiza!,INFORM,,,,,
5,5,Programmer,Hi,BE-POSITIVE,3,POS,,,
6,6,Programmer,How do I create an ssh session,ELICIT-OFFER-OR-SUGGESTION,2,REP,patterns,ssh_session,
7,7,Apiza,"To create a new ssh session, use ssh_new with this signature: ",SUGGEST,6,POS,patterns,ssh_session ssh_new,
7,8,Apiza,ssh_session ssh_new (void),INFORM,7,CONT,basic,ssh_new,
8,9,Programmer,How do I ensure a session was successfully created?,ELICIT-INFORM,7,FOL,functionality,ssh_new ssh_session,
9,10,Apiza,"If an error occurs, null will be returned",INFORM,9,POS,functionality,ssh_new,
10,11,Programmer,expected expression before void,ELICIT-INFORM,7,FOL,functionality,ssh_new,
11,12,Apiza,"I'm sorry, ",BE-POSITIVE,11,UNC,,,
11,13,Apiza,I'm not sure what this is referring to. ,COMMENT-ABOUT-UNDERSTANDING,12,CONT,,,
11,14,Apiza,I can only answer API questions.,INFORM,13,FOL,,,
12,15,Programmer,Connect to localhost,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
13,16,Apiza,"To connect, use ssh_connect ",SUGGEST,15,POS,patterns,ssh_connect,
13,17,Apiza,with this signature: int ssh_connect (ssh_session session),INFORM,16,CONT,basic,ssh_connect,
14,18,Programmer,authenticate,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
15,19,Apiza,"I'm sorry, ",BE-POSITIVE,18,PART,,,
15,20,Apiza,there are several authentication methods. ,INFORM,19,CONT,structure,,
15,21,Apiza,Would you like me to list them?,ELICIT-OFFER-OR-SUGGESTION,20,FOL,structure,,
16,22,Programmer,yes,SUGGEST,21,POS,structure,,
17,23,Apiza,ssh_userauth_gssapi\nssh_userauth_kbdint\nssh_userauth_none\nssh_userauth_password\nssh_userauth_publickey\nssh_userauth_publickey_auto\nssh_userauth_try_publickey,INFORM,18,POS,structure,,
18,24,Programmer,ssh_userauth_password,ELICIT-INFORM,23,FOL,basic,ssh_userauth_password,
19,25,Apiza,"This method's signature is: int ssh_userauth_password (ssh_session session, const char * username, const char *password)",INFORM,24,POS,basic,ssh_userauth_password,
20,26,Programmer,get error message,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
21,27,Apiza,"To get error message, use ssh_get_error",SUGGEST,26,POS,patterns,ssh_get_error,
21,28,Apiza,with this signature: const char* ssh_get_error ( void * error ),INFORM,27,CONT,basic,ssh_get_error,
22,29,Programmer,server,ELICIT-INFORM,,,basic,,
23,30,Apiza,"I'm sorry, ",BE-POSITIVE,29,NEG,,,
23,31,Apiza,I can only answer API questions,INFORM,30,CONT,,,
24,32,Programmer,Set server address,ELICIT-OFFER-OR-SUGGESTION,29,REP,patterns,,
25,33,Programmer,ssh_connect,ELICIT-INFORM,,,basic,ssh_connect,
26,34,Apiza,The method's signature is: int ssh_connect (ssh_session session),INFORM,33,POS,basic,ssh_connect,
27,35,Programmer,Check that host is known,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
28,36,Programmer,disconnect from server,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
29,37,Programmer,SSH Return codes,ELICIT-INFORM,,,structure,,
30,38,Apiza,"To check if the server is known, use ssh_is_server_known",SUGGEST,35,POS,patterns,ssh_is_server_known,
30,39,Apiza, with signature: int ssh_is_server_known ( ssh_session session ),INFORM,38,CONT,basic,ssh_is_server_known,
31,40,Programmer,set server for a session,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_session,
32,41,Programmer,set host for session,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_session,
33,42,Apiza,"To disconnect, use ssh_disconnect",SUGGEST,36,POS,patterns,ssh_disconnect,
33,43,Apiza,with signature: void ssh_disconnect ( ssh_session session ),INFORM,42,CONT,basic,ssh_disconnect,
34,44,Programmer,set host for a session,ELICIT-OFFER-OR-SUGGESTION,41,REP,patterns,ssh_session,
35,45,Apiza,"I'm sorry, ",BE-POSITIVE,44,UNC,,,
35,46,Apiza,I don't understand your question,COMMENT-ABOUT-UNDERSTANDING,45,CONT,,,
36,47,Programmer,host address,ELICIT-OFFER-OR-SUGGESTION,,,basic,,
37,48,Apiza,"I'm sorry, ",BE-POSITIVE,47,UNC,,,
37,49,Apiza,I don't understand your question,COMMENT-ABOUT-UNDERSTANDING,48,CONT,,,
38,50,Programmer,how to set the host address for a session,ELICIT-OFFER-OR-SUGGESTION,44,REP,patterns,ssh_session,
39,51,Apiza,"I'm sorry, ",BE-POSITIVE,50,UNC,,,
39,52,Apiza,I don't understand your question,COMMENT-ABOUT-UNDERSTANDING,51,CONT,,,
40,53,Programmer,How to set host for session,ELICIT-OFFER-OR-SUGGESTION,50,REP,patterns,ssh_session,
41,54,Programmer,error codes in libssh,ELICIT-INFORM,,,structure,,
42,55,Programmer,ssh_options_set,ELICIT-INFORM,,,basic,ssh_options_set,
43,56,Apiza,"This method's signature is int ssh_options_set( ssh_session session, enum ssh_options_e type, const void * value )",INFORM,55,POS,basic,ssh_options_set,
44,57,Programmer,ssh options host,ELICIT-INFORM,56,FOL,patterns, ssh_options_set ssh_options_e,
45,58,Programmer,free ssh session,ELICIT-OFFER-OR-SUGGESTION,,,patterns,ssh_session,
46,59,Apiza,"To get options, use method ssh_options_get",SUGGEST,57,PART,patterns,ssh_options_get,
46,60,Apiza,"with signature: int ssh_options_get (ssh_session \tsession, enum ssh_options_e type, char ** \tvalue )",INFORM,59,CONT,basic,ssh_options_get,
47,61,Programmer,ssh_options_set host,ELICIT-INFORM,57,REP,patterns,ssh_options_set,
48,62,Apiza,"To deallocate a SSH session handle, use method ss_free",SUGGEST,58,POS,patterns,ssh_free,
48,63,Apiza,with this signature: void ssh_free ( ssh_session session ),INFORM,62,CONT,basic,ssh_free,
49,64,Apiza,"This method's signature is int ssh_options_set( ssh_session session, enum ssh_options_e type, const void * value )",INFORM,61,PART,basic,ssh_options_set,
50,65,Programmer,ssh_options enum,ELICIT-INFORM,64,FOL,structure,ssh_options_e ssh_options_set,
51,66,Programmer,SSH_OK,ELICIT-INFORM,,,basic,,
52,67,Apiza,Enum values: ,OTHER,65,POS,structure,ssh_options_e ssh_options_set,
52,68,Apiza,"Parameters\nsession: An allocated SSH session structure.\ntype: The option type to set. This could be one of the following:\nSSH_OPTIONS_HOST: The hostname or ip address to connect to (const char *).\nSSH_OPTIONS_PORT: The port to connect to (unsigned int).\nSSH_OPTIONS_PORT_STR: The port to connect to (const char *).\nSSH_OPTIONS_FD: The file descriptor to use (socket_t).\n\nIf you wish to open the socket yourself for a reason or another, set the file descriptor. Don't forget to set the hostname as the hostname is used as a key in the known_host mechanism.\nSSH_OPTIONS_BINDADDR: The address to bind the client to (const char *).\nSSH_OPTIONS_USER: The username for authentication (const char *).\n\nIf the value is NULL, the username is set to the default username.\nSSH_OPTIONS_SSH_DIR: Set the ssh directory (const char *,format string).\n\nIf the value is NULL, the directory is set to the default ssh directory.",INFORM,67,CONT,functionality directives,ssh_options_e ssh_options_set,
53,69,Apiza,"The ssh directory is used for files like known_hosts and identity (private and public key). It may include ""%s"" which will be replaced by the user home directory.\nSSH_OPTIONS_KNOWNHOSTS: Set the known hosts file name (const char *,format string).\n\nIf the value is NULL, the directory is set to the default known hosts file, normally ~/.ssh/known_hosts.\n\nThe known hosts file is used to certify remote hosts are genuine. It may include ""%d"" which will be replaced by the user home directory.\nSSH_OPTIONS_GLOBAL_KNOWNHOSTS: Set the global known hosts file name (const char *,format string).\n\nIf the value is NULL, the directory is set to the default global known hosts file, normally /etc/ssh/ssh_known_hosts.\n\nThe known hosts file is used to certify remote hosts are genuine.\nSSH_OPTIONS_ADD_IDENTITY (or SSH_OPTIONS_IDENTITY): Add a new identity file (const char *, format string) to the identity list.\n\nBy default identity, id_dsa and id_rsa are checked.\n\nThe identity used to authenticate with public key will be prepended to the list. It may include ""%s"" which will be replaced by the user home directory.\nSSH_OPTIONS_TIMEOUT: Set a timeout for the connection in seconds (long).\nSSH_OPTIONS_TIMEOUT_USEC: Set a timeout for the connection in micro seconds (long).\nSSH_OPTIONS_SSH1: Allow or deny the connection to SSH1 servers (int, 0 is false).\nSSH_OPTIONS_SSH2: Allow or deny the connection to SSH2 servers (int, 0 is false).\nSSH_OPTIONS_LOG_VERBOSITY: Set the session logging verbosity (int).\n\nThe verbosity of the messages. Every log smaller or equal to verbosity will be shown.\nSSH_LOG_NOLOG: No logging\nSSH_LOG_RARE: Rare conditions or warnings\nSSH_LOG_ENTRY: API-accessible entrypoints\nSSH_LOG_PACKET: Packet id and size\nSSH_LOG_FUNCTIONS: Function entering and leaving\nSSH_OPTIONS_LOG_VERBOSITY_STR: Set the session logging verbosity (const char *).\n\nThe verbosity of the messages. Every log smaller or equal to verbosity will be shown.\nSSH_LOG_NOLOG: No logging\nSSH_LOG_RARE: Rare conditions or warnings\nSSH_LOG_ENTRY: API-accessible entrypoints\nSSH_LOG_PACKET: Packet id and size\nSSH_LOG_FUNCTIONS: Function entering and leaving \nSee the corresponding numbers in libssh.h.\nSSH_OPTIONS_AUTH_CALLBACK: Set a callback to use your own authentication function (function pointer).\nSSH_OPTIONS_AUTH_USERDATA: Set the user data passed to the authentication function (generic pointer).\nSSH_OPTIONS_LOG_CALLBACK: Set a callback to use your own logging function (function pointer).\nSSH_OPTIONS_LOG_USERDATA: Set the user data passed to the logging function (generic pointer).\nSSH_OPTIONS_STATUS_CALLBACK: Set a callback to show connection status in realtime (function pointer).\n\nfn(void *arg, float status)",INFORM,68,CONT,functionality directives,ssh_options_e ssh_options_set,
