line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
1,0,Programmer,hello,BE-POSITIVE,,,,,
2,1,Apiza,Hello!,BE-POSITIVE,0,POS,,,
3,2,Programmer,How are you?,ELICIT-INFORM,,,,,
4,3,Apiza,"I'm good,",INFORM,2,POS,,,
4,4,Apiza,how about you?,ELICIT-INFORM,3,FOL,,,
5,5,Programmer,very well!,INFORM,4,POS,,,
6,6,Programmer,How do you handle keyboard input in Allegro?,ELICIT-OFFER-OR-SUGGESTION,,,patterns,,
7,7,Apiza,"To get started, you'll probably want to use al_install_keyboard:\n\n",SUGGEST,6,POS,patterns,al_install_keyboard,
7,8,Apiza,bool al_install_keyboard(void)\n\n,INFORM,7,CONT,basic,al_install_keyboard,
7,9,Apiza,Install a keyboard driver. ,INFORM,8,CONT,functionality,al_install_keyboard,
7,10,Apiza,"Returns true if successful. If a driver was already installed, nothing happens and true is returned.",INFORM,9,CONT,functionality,al_install_keyboard,
8,11,Programmer,what's next?,ELICIT-OFFER-OR-SUGGESTION,10,FOL,patterns,,
9,12,Apiza,You\'ll probably want to look at one of the following events:\n\n,SUGGEST,11,PART,patterns,,
9,13,Apiza,ALLEGRO_EVENT_KEY_DOWN\n\nA keyboard key was pressed.\n\nkeyboard.keycode (int)\nThe code corresponding to the physical key which was pressed. See the Key codes section for the list of ALLEGRO_KEY_* constants.\nkeyboard.display (ALLEGRO_DISPLAY *)\nThe display which had keyboard focus when the event occurred.\n\n,INFORM,12,CONT,concepts structure,ALLEGRO_EVENT_KEY_DONW,
9,14,Apiza,ALLEGRO_EVENT_KEY_UP\n\nA keyboard key was released.\n\nkeyboard.keycode (int)\nThe code corresponding to the physical key which was released. See the Key codes section for the list of ALLEGRO_KEY_* constants.\nkeyboard.display (ALLEGRO_DISPLAY *)\nThe display which had keyboard focus when the event occurred.\n\n,INFORM,13,CONT,concepts structure,ALLEGRO_EVENT_KEY_UP,
