line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
1,0,Programmer,Anyone there?,other,,,,,
2,1,Apiza,Hi! ,be-pos,,,,,
2,2,Apiza,"I am Apiza, a virtual assistant built to help you navigate the Allegro API. ",be-pos,,,,,
2,3,Apiza,How can I help you?,offer,,,,,
3,4,Programmer,What functions are provided for keyboard input?,eli-info,,,structure,,
4,5,Apiza,"I found the following functions labelled as ""Keyboard routines"":\n\n",sugg-all,4,POS,,,
4,6,Apiza,al_install_keyboard\nal_is_keyboard_installed\nal_uninstall_keyboard\nal_get_keyboard_state\nal_clear_keyboard_state\nal_key_down\nal_keycode_to_name\nal_set_keyboard_leds\nal_get_keyboard_event_source,sugg-all,5,CONT,structure,,
5,7,Programmer,what is the parameter list of ai_install_keyboard,eli-info,6,FOL,basic,al_install_keyboard,
6,8,Apiza,bool al_install_keyboard(void),info,7,POS,basic,al_install_keyboard,
7,9,Programmer,When does ai_install_keyboard return true?,eli-info,8,FOL,functionality,al_install_keyboard,
8,10,Apiza,"Returns true if successful. If a driver was already installed, nothing happens and true is returned.",info,9,POS,functionality,al_install_keyboard,
9,11,Programmer,What is the parameter list of al_uninstall_keyboard,eli-info-related,6,FOL,basic,al_uninstall_keyboard,
10,12,Apiza,void al_uninstall_keyboard(void),info,11,POS,basic,al_uninstall_keyboard,
11,13,Programmer,How can I implement keyboard input?,eli-sugg,,,patterns,,
12,14,Apiza,"To get keyboard input, you can utilize the ALLEGRO_EVENT struct. ",sugg-info-extra,13,POS,patterns,ALLEGRO_EVENT,
12,15,Apiza,"The event types ALLEGRO_EVENT_KEY_DOWN, ALLEGRO_EVENT_KEY_UP, and ALLEGRO_EVENT_KEY_CHAR allow you to get keys pressed or released in event.keyboard.keycode",sugg-info-extra,14,CONT,patterns,ALLEGRO_EVENT,
13,16,Programmer,What is the parameter list for al_get_keyboard_event_source?,eli-info,6,FOL,basic,al_get_keyboard_event_source,
14,17,Apiza,ALLEGRO_EVENT_SOURCE *al_get_keyboard_event_source(void),info,16,POS,basic,al_get_keyboard_event_source,
15,18,Programmer,What type is event.keyboard.keycode,eli-info,15,FOL,basic,ALLEGRO_EVENT,
16,19,Apiza,keyboard.keycode (int)\nThe code corresponding to the physical key which was pressed.,info,18,POS,concepts basic,ALLEGRO_EVENT,
17,20,Programmer,How can I play sound effects?,eli-sugg,,,patterns,,
18,21,Apiza,The simplest method to Play Sound is al_play_sample:\n\n,sugg-info-extra,20,POS,patterns,al_play_sample,
18,22,Apiza,"```bool al_play_sample(ALLEGRO_SAMPLE *spl, float gain, float pan, float speed,\n ALLEGRO_PLAYMODE loop, ALLEGRO_SAMPLE_ID *ret_id)```\n\n",sugg-info-extra,21,CONT,basic,al_play_sample,
18,23,Apiza,"To use al_play_sample, you must first install the audio subsystem, the audio codec addon, reserve samples, and load sample",sugg-info-extra,22,CONT,directives,al_play_sample,
19,24,Programmer,How do I install the audio subsystem?,eli-sugg-related,23,FOL,patterns,,
20,25,Apiza,This should install the audio subsystem:\n\n,sugg-info-extra,24,POS,patterns,,
20,26,Apiza,```bool al_install_audio(void)```\n\n,sugg-info-extra,25,CONT,basic,al_install_audio,
20,27,Apiza,Install the audio subsystem.,sugg-info-extra,26,CONT,basic,al_install_audio,
21,28,Programmer,How can I install an audio codec addon?,eli-sugg-related,23,FOL,patterns,,
22,29,Apiza,```bool al_init_acodec_addon(void)```\n\n,sugg-info-extra,28,POS,basic,al_init_acodec_addon,
22,30,Apiza,"This function registers all the known audio file type handlers for al_load_sample, al_save_sample, al_load_audio_stream, etc.",sugg-info-extra,29,CONT,functionality patterns,al_init_acodec_addon,
23,31,Programmer,How can I reserve and load audio samples?,eli-sugg-related,23,FOL,patterns,,
24,32,Apiza,*Reserve audio samples:\n\n```bool al_reserve_samples(int reserve_samples)```\n,sugg-info-extra,31,POS,basic,al_reserve_samples,
24,33,Apiza,"Reserves a number of sample instances, attaching them to the default mixer.\n\n",sugg-info-extra,32,CONT,functionality,al_reserve_samples,
24,34,Apiza,*Load audio samples:\n\n```ALLEGRO_SAMPLE *al_load_sample(const char *filename)```\n,sugg-info-extra,33,CONT,basic,al_load_sample,
24,35,Apiza,Loads a few different audio file formats based on their extension.,sugg-info-extra,34,CONT,functionality,al_load_sample,
25,36,Programmer,Where are the samples allocated?,eli-info,34,FOL,functionality,al_load_sample,
26,37,Apiza,Audio samples are contained within the ALLEGRO_SAMPLE struct.,info,36,POS,functionality,al_load_sample ALLEGRO_SAMPLE,
27,38,Apiza,plauy,other,,,,,
28,39,Programmer,Is this created by al_reserve_samples?,eli_info-related,37,FOL,functionality,al_reserve_samples ALLEGRO_SAMPLE,
29,40,Apiza,"al_reserve_samples Returns true on success, false on error.\n\n",info,39,POS,functionality,al_reserve_samples,
29,41,Apiza,"al_load_sample Returns the sample on success, NULL on failure.",info,40,CONT,functionality,al_load_sample,
30,42,Programmer,is there a function to free samples?,eli-sugg-related,34,FOL,patterns,,
31,43,Apiza,al_destroy_sample should work:\n\n,sugg-info-extra,42,POS,patterns,al_destroy_sample,
31,44,Apiza,```void al_destroy_sample(ALLEGRO_SAMPLE *spl)```\n\n,sugg-info-extra,43,CONT,basic,al_destroy_sample,
31,45,Apiza,Free the sample data structure.,sugg-info-extra,44,CONT,functionality,al_destroy_sample,
32,46,Programmer,What are possible values for ALLEGRO_PLAYNODE?,eli-info-related,22,FOL,structure,ALLEGRO_PLAYMODE al_play_sample,
33,47,Apiza,enum ALLEGRO_PLAYMODE\n\n,info-all,46,POS,basic,ALLEGRO_PLAYMODE,
33,48,Apiza,Description: Sample and stream playback mode.\n\n,info-all,47,CONT,basic,ALLEGRO_PLAYMODE,
33,49,Apiza,Values:\nALLEGRO_PLAYMODE_ONCE\nALLEGRO_PLAYMODE_LOOP\nALLEGRO_PLAYMODE_BIDIR,info-all,48,CONT,structure,ALLEGRO_PLAYMODE,
34,50,Programmer,What is the purpose of the last parameter in al_play_sample? (ALLEGRO_SAMPLE_ID *ret_id),eli-info,22,FOL,functionality,al_play_sample,
35,51,Apiza,"ret_id - if non-NULL the variable which this points to will be assigned an id representing the sample being played. If al_play_sample returns false, then the contents of ret_id are invalid and must not be used as argument to other functions.",info,50,POS,functionality directives,al_play_sample,
36,52,Programmer,How can I display text within the window frame?,eli-sugg,,,patterns,,
37,53,Apiza,The simplest method to Display text in window frame is al_draw_text:\n\n,sugg-info-extra,52,POS,patterns,al_draw_text,
37,54,Apiza,"```void al_draw_text(const ALLEGRO_FONT *font,\n ALLEGRO_COLOR color, float x, float y, int flags,\n char const *text) ```\n\n",sugg-info-extra,53,CONT,basic,al_draw_text,
37,55,Apiza,This requires the ALLEGRO_FONT add-on.,sugg-info-extra,54,CONT,directives,al_draw_text ALLEGRO_FONT,
38,56,Programmer,How can I initialize the ALLEGRO_FONT add-on?,eli-sugg-related,55,FOL,patterns,ALLEGRO_FONT,
39,57,Apiza,```bool al_init_font_addon(void)```\n\n,sugg-info-extra,56,POS,basic,ALLEGRO_FONT al_init_font_addon,
39,58,Apiza,Initialise the font addon.,sugg-info-extra,57,CONT,basic,al_init_font_addon,
40,59,Programmer,How can I load a font?,eli-sugg-related,54,FOL,patterns,,
41,60,Apiza,The simplest method to Load a font is al_load_font:\n\n,sugg-info-extra,59,POS,patterns,al_load_font,
41,61,Apiza,"```ALLEGRO_FONT *al_load_font(char const *filename, int size, int flags)```\n\n",sugg-info-extra,60,CONT,basic,al_load_font,
41,62,Apiza,Loads a font from disk.,sugg-info-extra,61,CONT,basic,al_load_font,
42,63,Programmer,What are the parameters size and flags?,eli-info,61,FOL,concepts basic,al_load_font,
43,64,Apiza,The size parameter is an int.\n\nThe flags parameter is passed through to either of those functions. Bitmap and TTF fonts are also affected by the current bitmap flags at the time the font is loaded.,info,63,POS,functionality basic,al_load_font,
44,65,Programmer,What is the size of a font?,eli-info,64,FOL,concepts,al_load_font,
45,66,Programmer,What are possible values for flags?,eli-info,64,FOL,directives,al_load_font,
46,67,Apiza,I found a description of the int size for the similar method al_load_ttf_font:\n\n,info,65,POS,,al_load_font,
46,68,Apiza,"The size parameter determines the size the font will be rendered at, specified in pixels.",info,67,CONT,concepts,al_load_font,
47,69,Apiza,I found this list of supported values for the int flags:\n\n,info,66,POS,,al_load_font,
47,70,Apiza,"ALLEGRO_TTF_NO_KERNING - Do not use any kerning even if the font file supports it.\n\nALLEGRO_TTF_MONOCHROME - Load as a monochrome font (which means no anti-aliasing of the font is done).\n\nALLEGRO_TTF_NO_AUTOHINT - Disable the Auto Hinter which is enabled by default in newer versions of FreeType. Since: 5.0.6, 5.1.2",info,69,CONT,functionality directives structure environment,al_load_font,
48,71,Programmer,How can I free a font?,eli-sugg,,,patterns,,
49,72,Apiza,al_destroy_font\n\n,sugg-info-extra,71,POS,basic,al_destroy_font,
49,73,Apiza,```void al_destroy_font(ALLEGRO_FONT *f)```\n\n,sugg-info-extra,72,CONT,basic,al_destroy_font,
49,74,Apiza,Frees the memory being used by a font structure. Does nothing if passed NULL.,sugg-info-extra,73,CONT,functionality,al_destroy_font,
50,75,Programmer,What are the values x and y in al_draw_text?,eli-info,54,FOL,functionality,al_draw_text,
51,76,Programmer,What are possible values for ALLEGRO_COLOR?,eli-info-related,54,FOL,directives,ALLEGRO_COLOR,
52,77,Apiza,The x and y variables are floats. ,info,75,POS,basic,al_draw_text,
52,78,Apiza,"The function al_draw_text Writes the NUL-terminated string text onto the target bitmap at position x, y, using the specified font.",info,77,CONT,functionality,al_draw_text,
53,79,Programmer,What is the coordinate system for x and y?,eli-info,78,FOL,concepts,al_draw_text,
54,80,Apiza,```typedef struct ALLEGRO_COLOR ALLEGRO_COLOR;```\n\n,info-extra,76,PART,basic,ALLEGRO_COLOR,
54,81,Apiza,An ALLEGRO_COLOR structure describes a color in a device independent way. ,info-extra,81,CONT,purpose,ALLEGRO_COLOR,
54,82,Apiza,Use al_map_rgb et al. and al_unmap_rgb et al. to translate from and to various color representations.,info-extra,82,CONT,patterns,ALLEGRO_COLOR al_map_rgb al_unmap_rgb,
55,83,Programmer,What are the parameters for al_map_rgb?,eli-info,82,FOL,basic,al_map_rgb,
56,84,Apiza,I am not sure about the coordinate system for x and y .,give-up,79,NEG,,al_draw_text,
57,85,Programmer,What is the minimum and maximum value for x and y?,eli-info,84,FOL,directives,al_draw_text,
58,86,Apiza,"```ALLEGRO_COLOR al_map_rgb(\n unsigned char r, unsigned char g, unsigned char b)```\n\n",info-extra,83,POS,basic,al_map_rgb,
58,87,Apiza,"Convert r, g, b (ranging from 0-255) into an ALLEGRO_COLOR, using 255 for alpha.",info-extra,86,CONT,functionality directives,al_map_rgb,
59,88,Apiza,"x and y refer to the pixel coordinates within the display. The coordinate (0,0) refers to the upper-left-most pixel of the display.",info,79,POS,concepts,al_draw_text,
60,89,Programmer,How can I get the height and width of the window?,eli-sugg-related,88,FOL,patterns,,
61,90,Apiza,These methods should work:\n\n,sugg-info-extra,89,POS,patterns,,
61,91,Apiza,```int al_get_display_width(ALLEGRO_DISPLAY *display)```\n\n,sugg-info-extra,90,CONT,basic,al_get_display_width,
61,92,Apiza,Gets the width of the display.\n\n,sugg-info-extra,91,CONT,basic,al_get_display_width,
61,93,Apiza,```int al_get_display_height(ALLEGRO_DISPLAY *display)```\n\n,sugg-info-extra,92,CONT,basic,al_get_display_height,
61,94,Apiza,Gets the height of the display.,sugg-info-extra,93,CONT,basic,al_get_display_height,
62,95,Programmer,How can I convert an integer from al_get_display_width to a float for coordinate x?,eli-info,91,FOL,patterns,al_get_display_width,
63,96,Apiza,al_get_display_width returns an int. ,info,95,POS,basic,al_get_display_width,
63,97,Apiza,This value can cast to a float,info,96,CONT,basic,,
64,98,Programmer,What is the return type of al_draw_text?,eli-info,54,FOL,basic,al_draw_text,
65,99,Apiza,void al_draw_text\n\nVoid return,info,98,POS,basic,al_draw_text,
66,100,Programmer,Can you give me an example to render text?,eli-info,54,FOL,examples,,
67,101,Apiza,"Sure, ",info,100,POS,,,
67,102,Apiza,I will try to put together an example.,info,101,CONT,,,
68,103,Programmer,How can I stop a timer?,eli-sugg,,,patterns,,
69,104,Programmer,How can I register mouse events?,eli-sugg,,,patterns,,
70,105,Apiza,al_stop_timer should work:\n\n,sugg-info-extra,103,POS,patterns,al_stop_timer,
70,106,Apiza,```void al_stop_timer(ALLEGRO_TIMER *timer)```\n\n,sugg-info-extra,105,CONT,basic,al_stop_timer,
70,107,Apiza,Stop the timer specified.,sugg-info-extra,106,CONT,functionality,al_stop_timer,
71,108,Apiza,I was able to put together an example to Render text:\n\n,info,102,FOL,examples,,
71,109,Apiza,"```al_init_font_addon(); // initialize the font addon\nal_init_ttf_addon();// initialize the ttf (True Type Font) addon\n...\nALLEGRO_DISPLAY *display = al_create_display(640,480);\n...\nALLEGRO_FONT *font = al_load_ttf_font(""pirulen.ttf"",72,0 );\n...\nal_draw_text(font, al_map_rgb(255,255,255), 640/2, (480/4),ALLEGRO_ALIGN_CENTRE, ""Your Text Here!"");```\n\n",info,108,CONT,examples,,
71,110,Apiza,Does this look useful?,confirm,109,FOL,,,
72,111,Apiza,There are several Mouse event types:\n\n,sugg-all,104,PART,,,
72,112,Apiza,ALLEGRO_EVENT_MOUSE_AXES\nALLEGRO_EVENT_MOUSE_BUTTON_DOWN\nALLEGRO_EVENT_MOUSE_BUTTON_UP\nALLEGRO_EVENT_MOUSE_WARPED\nALLEGRO_EVENT_MOUSE_ENTER_DISPLAY\nALLEGRO_EVENT_MOUSE_LEAVE_DISPLAY,sugg-all,111,CONT,structure,ALLEGRO_EVENT_MOUSE_*,
