line,id,speaker,text,ami_label,link,relationship,api_labels,topic,entities
1,0,Programmer,hi,be-pos,,,,,
2,1,Apiza,"Hello, I'm Apiza.",be-pos,0,POS,,,
2,2,Apiza, Let me know if you have any questions about the LibSSH API.,offer,,,,,
3,3,Programmer,libssh connect to localhost,eli-sugg,,,patterns,,
4,4,Programmer,hi Apiza,be-pos,1,POS,,,
5,5,Apiza,Here is a function that might help with connecting to localhost:\n\n,sugg-info-all,3,POS,patterns,,
5,6,Apiza,```\nint ssh_connect\t(\tssh_session \tsession\t)\n\n,sugg-info-all,5,CONT,basic,ssh_connect,
5,7,Apiza,Description\nConnect to the ssh server.\n\n,sugg-info-all,6,CONT,basic,ssh_connect,
5,8,Apiza,Parameters\nsession: The ssh session to connect.\n\n,sugg-info-all,7,CONT,basic,ssh_connect,
5,9,Apiza,"Returns\nSSH_OK on success, SSH_ERROR on error.\nSSH_AGAIN, if the session is in nonblocking mode, and call must be done again.\n\n",sugg-info-all,8,CONT,functionality,ssh_connect,
5,10,Apiza,See also\nssh_new()\nssh_disconnect()\n\n```,sugg-info-all,9,CONT,,ssh_connect,
6,11,Programmer,new ssh session,eli-sugg,,,patterns,ssh_session,
7,12,Apiza,Here is a function that might help with a new SSH session:\n\n,sugg-info-all,11,POS,patterns,ssh_session ssh_new,
7,13,Apiza,```\nssh_session ssh_new\t(\tvoid \t\t)\n\n,sugg-info-all,12,CONT,basic,ssh_new,
7,14,Apiza,Description\nCreate a new ssh session.\n\n\n\n,sugg-info-all,13,CONT,basic,ssh_new,
7,15,Apiza,"Returns\nA new ssh_session pointer, NULL on error.\n\n```",sugg-info-all,14,CONT,functionality basic,ssh_new,
8,16,Programmer,ssh error,error,,,basic,,
9,17,Apiza,Two functions that might help are `ssh_get_error` and `ssh_get_error_code`.,sugg,16,POS,structure,ssh_get_error ssh_get_error_code,
9,18,Apiza,Let me know if you would like to see the documentation for either of them.,offer,17,FOL,basic,ssh_get_error ssh_get_error_code,
10,19,Programmer,ssh_get_error,eli-info-all,17,FOL,basic,ssh_get_error,
11,20,Apiza,Here you go:\n\n,info-all,19,POS,,ssh_get_error,
